12:09:47.523013 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [49.4035ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textMatches(\"(?is).*\\QRECOVERY\\E....
12:09:47.567250 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [43.997333ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionMatches(\"(?is).*\\QRECOV...
12:09:47.621661 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [54.005084ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textContains(\"RECOVERY\")"}
12:09:47.662910 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [40.879292ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionContains(\"RECOVERY\")"}
12:09:47.722404 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [59.074375ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textMatches(\"(?is).*\\QRECOVERY\\E....
12:09:47.780785 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [58.018833ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionMatches(\"(?is).*\\QRECOV...
12:09:48.068839 GET /session/a265b91a-a055-4fe0-b724-427a7286b4c0/source [287.078125ms] OK body=
12:09:48.117388 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [46.018416ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textContains(\"RECOVERY\")"}
12:09:48.199614 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [81.9005ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionContains(\"RECOVERY\")"}
12:09:48.265115 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [65.149917ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textMatches(\"(?is).*\\QRECOVERY\\E....
12:09:48.318271 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [52.846459ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionMatches(\"(?is).*\\QRECOV...
12:09:48.390204 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [71.446084ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textContains(\"RECOVERY\")"}
12:09:48.460207 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [69.657292ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionContains(\"RECOVERY\")"}
